"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"City Hotel",1,54,2017,"January",3,18,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","171","NULL",0,"Transient",65,0,0,"Canceled","2016-11-25"
"Resort Hotel",1,47,2015,"August",33,10,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",192,0,1,"Canceled","2015-06-25"
"Resort Hotel",0,9,2016,"June",26,25,0,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient-Party",161,0,1,"Check-Out","2016-06-26"
"Resort Hotel",0,117,2016,"May",23,30,1,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","241","NULL",0,"Transient",75.1,0,1,"Check-Out","2016-06-05"
"Resort Hotel",0,1,2015,"December",50,11,0,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,0,"A","A",0,"No Deposit","NULL","154",0,"Transient",0,0,0,"Check-Out","2015-12-11"
"City Hotel",0,504,2017,"August",32,12,2,1,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","229","NULL",0,"Transient-Party",112.67,0,1,"Check-Out","2017-08-15"
"City Hotel",0,30,2016,"November",47,18,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",114,0,1,"Check-Out","2016-11-21"
"City Hotel",0,40,2016,"February",9,27,0,1,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","16","NULL",0,"Transient",65,0,0,"Check-Out","2016-02-28"
"City Hotel",0,3,2017,"June",24,16,0,2,1,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","152","NULL",0,"Transient",106.28,0,0,"Check-Out","2017-06-18"
"City Hotel",1,10,2017,"June",24,17,1,1,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",160,0,1,"Canceled","2017-06-08"
"City Hotel",0,0,2017,"February",5,4,0,1,0,2,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient-Party",6,0,0,"Check-Out","2017-02-05"
"City Hotel",1,221,2017,"May",19,11,1,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","B",1,"No Deposit","9","NULL",0,"Transient",138.6,0,1,"Canceled","2017-05-02"
"City Hotel",1,37,2016,"June",25,17,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","42","NULL",0,"Transient",134.1,0,1,"Canceled","2016-06-07"
"City Hotel",1,13,2017,"January",4,24,8,22,1,0,0,"SC","AGO","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",73.89,0,1,"Canceled","2017-01-16"
"City Hotel",0,29,2017,"February",8,20,1,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",70.39,0,0,"Check-Out","2017-02-25"
"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"B","B",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"City Hotel",0,83,2015,"September",39,23,0,2,1,0,0,"BB","ESP","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","1","NULL",0,"Transient-Party",60,0,0,"Check-Out","2015-09-25"
"City Hotel",0,0,2016,"June",26,21,0,2,1,0,0,"BB","GRC","Aviation","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2016-06-23"
"City Hotel",0,15,2017,"March",10,9,1,3,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",104.55,0,0,"Check-Out","2017-03-13"
"Resort Hotel",0,0,2016,"May",19,2,1,0,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",79,0,0,"Check-Out","2016-05-03"
"Resort Hotel",0,0,2015,"August",33,11,0,1,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",211,0,0,"Check-Out","2015-08-12"
"City Hotel",1,219,2017,"June",23,9,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled","2017-04-21"
"Resort Hotel",1,43,2017,"April",15,14,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",105,0,1,"Canceled","2017-03-13"
"City Hotel",0,1,2016,"January",4,23,0,1,1,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",85,0,0,"Check-Out","2016-01-24"
"City Hotel",1,73,2015,"July",28,7,0,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",68,0,0,"Canceled","2015-06-27"
"Resort Hotel",1,1,2016,"October",45,30,1,0,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",55,0,0,"No-Show","2016-10-30"
"City Hotel",0,112,2016,"May",19,2,1,3,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",107.95,0,1,"Check-Out","2016-05-06"
"City Hotel",1,39,2016,"March",11,10,1,3,1,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",51.28,0,1,"Canceled","2016-02-11"
"Resort Hotel",0,1,2016,"March",12,15,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","165",0,"Transient",30,0,1,"Check-Out","2016-03-16"
"City Hotel",1,18,2015,"October",44,25,2,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",120,0,2,"Canceled","2015-10-21"
"Resort Hotel",0,21,2016,"April",17,22,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241","NULL",0,"Transient",74.37,0,1,"Check-Out","2016-04-25"
"City Hotel",0,31,2017,"February",8,19,2,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",58.52,0,1,"Check-Out","2017-02-23"
"Resort Hotel",0,24,2016,"August",34,14,2,0,3,0,1,"BB","CN","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","242","NULL",0,"Transient",299,0,0,"Check-Out","2016-08-16"
"City Hotel",0,1,2016,"November",45,5,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","94","NULL",0,"Transient",65,0,1,"Check-Out","2016-11-06"
"City Hotel",1,162,2017,"May",18,6,2,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",80,0,0,"Canceled","2016-12-09"
"Resort Hotel",0,14,2016,"October",44,28,0,2,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",36,0,0,"Check-Out","2016-10-30"
"City Hotel",1,267,2016,"September",40,30,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","26","NULL",0,"Transient",95,0,0,"Canceled","2016-02-09"
"Resort Hotel",1,180,2015,"August",33,9,4,9,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",134,0,0,"Canceled","2015-02-11"
"Resort Hotel",0,128,2016,"June",26,22,2,8,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",109.1,0,1,"Check-Out","2016-07-02"
"Resort Hotel",0,0,2017,"March",13,29,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",70,0,2,"Check-Out","2017-03-31"
"Resort Hotel",0,62,2017,"August",32,7,1,5,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"E","E",0,"No Deposit","250","NULL",0,"Transient",290.67,0,0,"Check-Out","2017-08-13"
"Resort Hotel",0,21,2016,"May",19,7,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",105,0,1,"Check-Out","2016-05-08"
"City Hotel",0,146,2016,"August",33,11,0,2,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",186.3,0,0,"Check-Out","2016-08-13"
"City Hotel",1,22,2016,"August",36,28,2,2,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",112.25,0,2,"Canceled","2016-08-12"
"City Hotel",1,75,2016,"July",28,8,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",129,0,0,"Canceled","2016-04-25"
"Resort Hotel",1,102,2015,"September",38,18,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","142","NULL",0,"Transient",59.2,0,0,"Canceled","2015-08-12"
"Resort Hotel",1,219,2016,"March",10,2,2,5,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","310","NULL",0,"Transient",52,0,0,"Canceled","2015-11-20"
"Resort Hotel",0,151,2017,"April",14,4,2,5,2,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"D","D",3,"No Deposit","NULL","223",0,"Transient-Party",60,0,2,"Check-Out","2017-04-11"
"City Hotel",1,54,2017,"April",14,5,0,4,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",108,0,0,"Canceled","2017-03-31"
"Resort Hotel",0,9,2015,"August",35,29,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",146,1,2,"Check-Out","2015-09-05"
"City Hotel",0,37,2016,"September",38,15,0,3,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14","NULL",0,"Transient",168.3,0,0,"Check-Out","2016-09-18"
"Resort Hotel",0,42,2015,"December",53,30,0,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","F",0,"No Deposit","NULL","NULL",0,"Transient",192.33,0,0,"Check-Out","2016-01-02"
"Resort Hotel",1,214,2015,"October",40,3,1,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"No Deposit","208","NULL",0,"Transient",34,0,0,"Canceled","2015-06-09"
"City Hotel",0,69,2015,"October",44,25,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","37","NULL",58,"Transient-Party",85.67,0,0,"Check-Out","2015-10-28"
"Resort Hotel",0,63,2015,"October",41,9,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","241","NULL",0,"Transient",43.12,0,2,"Check-Out","2015-10-12"
"City Hotel",0,50,2016,"April",14,1,0,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.9,0,0,"Check-Out","2016-04-02"
"City Hotel",0,0,2016,"May",21,17,0,0,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",1,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient",0,0,0,"Check-Out","2016-05-17"
"City Hotel",1,277,2016,"November",46,7,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",100,0,0,"Canceled","2016-04-04"
"Resort Hotel",0,2,2017,"April",14,7,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","240","NULL",0,"Transient",125,0,1,"Check-Out","2017-04-09"
"City Hotel",1,186,2017,"April",16,22,1,1,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99,0,0,"Canceled","2016-10-18"
"Resort Hotel",0,151,2017,"August",35,27,2,5,2,0,0,"FB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","243","NULL",0,"Transient",171.5,0,0,"Check-Out","2017-09-03"
"City Hotel",1,109,2016,"February",9,21,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",44,"Transient",75,0,0,"Canceled","2015-12-18"
"Resort Hotel",0,108,2016,"August",34,20,2,5,2,0,0,"FB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","196","NULL",0,"Transient",249,0,0,"Check-Out","2016-08-27"
"City Hotel",0,186,2016,"April",17,22,1,2,2,0,0,"BB","ITA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","23","NULL",0,"Transient-Party",80,0,0,"Check-Out","2016-04-25"
"City Hotel",0,73,2016,"June",25,16,0,3,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",149.4,0,1,"Check-Out","2016-06-19"
"City Hotel",1,104,2017,"May",20,15,1,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",160,0,0,"Canceled","2017-01-31"
"City Hotel",1,107,2017,"June",22,2,1,2,3,0,0,"HB","CHE","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",214.2,0,0,"Canceled","2017-03-05"
"City Hotel",0,184,2016,"July",29,16,1,1,2,0,0,"HB","ITA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",125,0,1,"Check-Out","2016-07-18"
"City Hotel",0,51,2016,"December",52,20,1,5,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130.9,0,2,"Check-Out","2016-12-26"
"City Hotel",0,2,2016,"October",44,26,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","83","NULL",0,"Transient",104,0,0,"Check-Out","2016-10-27"
"City Hotel",0,86,2015,"September",39,24,0,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","12","NULL",0,"Transient-Party",105,0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,0,2016,"April",17,18,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","135",0,"Transient",42,1,0,"Check-Out","2016-04-19"
"City Hotel",1,304,2015,"August",34,17,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-02"
"Resort Hotel",0,10,2016,"January",4,21,1,3,1,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","95","NULL",0,"Transient",27.5,0,1,"Check-Out","2016-01-25"
"Resort Hotel",0,12,2016,"April",18,27,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",1,"No Deposit","385","NULL",0,"Transient-Party",85.33,0,0,"Check-Out","2016-04-30"
"City Hotel",1,23,2017,"January",3,20,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",106.75,0,2,"Canceled","2017-01-01"
"City Hotel",1,160,2016,"August",32,1,1,4,3,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130.05,0,0,"Canceled","2016-02-28"
"City Hotel",0,479,2017,"August",32,9,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","229","NULL",0,"Transient-Party",0,0,0,"Check-Out","2017-08-12"
"City Hotel",0,17,2016,"January",5,29,1,2,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",77,0,1,"Check-Out","2016-02-01"
"Resort Hotel",0,0,2016,"February",7,9,0,3,2,0,0,"BB","ESP","Direct","Direct",1,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient",29,0,0,"Check-Out","2016-02-12"
"City Hotel",0,41,2016,"September",38,14,0,3,1,0,0,"BB","CHE","Groups","TA/TO",0,0,0,"A","C",2,"No Deposit","86","NULL",0,"Transient-Party",108,0,0,"Check-Out","2016-09-17"
"City Hotel",1,32,2016,"October",44,28,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",144,0,1,"Canceled","2016-10-19"
"City Hotel",1,74,2015,"September",38,18,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient-Party",101.5,0,0,"Canceled","2015-07-06"
"City Hotel",1,372,2016,"July",29,14,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"Resort Hotel",0,191,2016,"April",17,22,1,2,2,0,0,"Undefined","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient-Party",85.33,0,1,"Check-Out","2016-04-25"
"Resort Hotel",0,169,2016,"June",26,22,4,10,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","163","NULL",0,"Transient",85.3,0,0,"Check-Out","2016-07-06"
"Resort Hotel",1,45,2016,"March",14,28,1,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",96,0,0,"No-Show","2016-03-28"
"City Hotel",1,201,2017,"June",24,14,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",110,0,0,"Canceled","2016-11-25"
"Resort Hotel",0,51,2016,"April",16,15,1,2,2,0,0,"FB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","E",1,"No Deposit","314","NULL",0,"Transient",109.36,0,0,"Check-Out","2016-04-18"
"Resort Hotel",0,0,2016,"February",9,24,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","I",0,"No Deposit","241","NULL",0,"Transient",36.96,1,1,"Check-Out","2016-02-25"
"Resort Hotel",0,3,2017,"February",8,20,1,0,1,0,0,"BB","NULL","Offline TA/TO","TA/TO",0,0,1,"A","D",0,"No Deposit","171","NULL",0,"Transient",30,0,1,"Check-Out","2017-02-21"
"City Hotel",0,1,2016,"February",8,14,0,0,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","14","NULL",0,"Transient",0,0,2,"Check-Out","2016-02-14"
"City Hotel",1,73,2015,"October",42,11,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",89.25,0,3,"Canceled","2015-08-04"
"City Hotel",1,315,2016,"September",40,30,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","31","NULL",69,"Transient",160,0,0,"Canceled","2016-01-28"
"Resort Hotel",0,175,2015,"August",34,17,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",134,0,1,"Check-Out","2015-08-21"
"City Hotel",0,32,2016,"October",42,10,1,0,1,0,0,"BB","AUT","Corporate","Corporate",0,0,0,"A","D",1,"No Deposit","NULL","174",0,"Transient",95,0,0,"Check-Out","2016-10-11"
"City Hotel",0,18,2015,"September",40,27,1,0,1,0,0,"BB","SWE","Groups","TA/TO",0,0,0,"A","D",1,"No Deposit","1","NULL",0,"Transient-Party",170,0,0,"Check-Out","2015-09-28"
"City Hotel",1,7,2016,"May",20,11,0,1,1,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",129,0,0,"Canceled","2016-05-07"
"City Hotel",0,116,2016,"October",44,29,0,1,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",104.4,0,0,"Check-Out","2016-10-30"
"City Hotel",0,179,2016,"July",30,17,2,2,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,1,"Check-Out","2016-07-21"
"City Hotel",1,51,2016,"March",11,9,2,6,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",63.75,0,0,"Canceled","2016-01-28"
"City Hotel",0,20,2017,"February",6,5,2,1,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",123,0,1,"Check-Out","2017-02-08"
"City Hotel",1,312,2015,"August",35,25,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-06"
"City Hotel",1,269,2015,"July",29,13,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"City Hotel",1,254,2016,"September",39,24,1,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",96,0,0,"Canceled","2016-03-01"
"City Hotel",1,51,2017,"May",19,12,2,2,2,0,0,"BB","TUR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",207,0,0,"Canceled","2017-03-22"
"City Hotel",0,65,2017,"January",2,12,0,2,2,0,0,"BB","DEU","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","NULL","366",0,"Transient-Party",75,0,0,"Check-Out","2017-01-14"
"City Hotel",0,7,2016,"May",21,21,1,1,1,0,0,"HB","ITA","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","3","NULL",0,"Transient-Party",91,0,1,"Check-Out","2016-05-23"
"Resort Hotel",0,3,2017,"January",3,19,1,3,2,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",107,1,1,"Check-Out","2017-01-23"
"City Hotel",1,99,2017,"April",15,15,2,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","58","NULL",0,"Transient-Party",105,0,0,"Canceled","2017-03-07"
"City Hotel",1,175,2017,"May",18,6,2,1,2,1,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",189,0,2,"Canceled","2017-04-20"
"City Hotel",0,11,2017,"May",19,9,0,2,1,0,0,"BB","ITA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","NULL","148",0,"Transient",110,0,1,"Check-Out","2017-05-11"
"Resort Hotel",0,80,2017,"January",5,30,1,1,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"D","E",2,"No Deposit","240","NULL",0,"Transient",69,1,0,"Check-Out","2017-02-01"
"City Hotel",0,35,2016,"May",22,23,1,1,1,0,0,"BB","AUT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",99.9,0,0,"Check-Out","2016-05-25"
"Resort Hotel",0,41,2016,"April",15,4,0,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","I",2,"No Deposit","314","NULL",0,"Transient",0,0,0,"Check-Out","2016-04-04"
"Resort Hotel",1,93,2015,"December",51,19,0,1,2,0,0,"FB","PRT","Groups","Direct",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",80,0,0,"Canceled","2015-11-09"
"City Hotel",1,68,2016,"April",14,1,2,2,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",75.65,0,1,"Canceled","2016-03-30"
"City Hotel",1,269,2016,"December",53,29,2,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","12","NULL",0,"Transient-Party",70,0,0,"Canceled","2016-11-18"
"City Hotel",0,423,2017,"July",29,22,1,1,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",122.4,0,1,"Check-Out","2017-07-24"
"Resort Hotel",0,5,2017,"May",21,22,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","C",0,"No Deposit","96","NULL",0,"Group",60,0,0,"Check-Out","2017-05-23"
"City Hotel",0,0,2016,"April",16,15,1,2,2,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient",119,0,0,"Check-Out","2016-04-18"
"Resort Hotel",0,53,2016,"November",45,4,2,5,1,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","171","NULL",0,"Transient",38.7,0,0,"Check-Out","2016-11-11"
"Resort Hotel",0,1,2016,"March",14,30,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","250","NULL",0,"Transient",48,0,0,"Check-Out","2016-03-31"
"City Hotel",0,117,2016,"March",10,2,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",1,"No Deposit","7","NULL",0,"Transient",66.14,0,0,"Check-Out","2016-03-03"
"Resort Hotel",1,309,2017,"June",23,8,2,3,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","298","NULL",5,"Transient",66,0,0,"Canceled","2017-03-20"
"Resort Hotel",0,226,2015,"September",36,4,4,10,2,0,0,"BB","NLD","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","71","NULL",0,"Contract",62.48,0,0,"Check-Out","2015-09-18"
"City Hotel",0,0,2017,"June",23,7,0,1,1,0,0,"BB","PRT","Aviation","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","153",0,"Transient",144,0,2,"Check-Out","2017-06-08"
"City Hotel",0,9,2016,"March",12,18,0,2,2,2,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14","NULL",0,"Transient",208,1,0,"Check-Out","2016-03-20"
"Resort Hotel",0,176,2016,"October",41,5,0,4,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250","NULL",0,"Transient",71.1,1,1,"Check-Out","2016-10-09"
