"hotel","is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","days_in_waiting_list","customer_type","adr","reservation_status"
"Resort Hotel",0,1,"March",14,30,0,1,2,0,0,"BB","PRT",0,"Transient",48,"Check-Out"
"City Hotel",0,117,"March",10,2,0,1,1,0,0,"BB","PRT",0,"Transient",66.14,"Check-Out"
"Resort Hotel",1,309,"June",23,8,2,3,2,0,0,"HB","PRT",5,"Transient",66,"Canceled"
"Resort Hotel",0,226,"September",36,4,4,10,2,0,0,"BB","NLD",0,"Contract",62.48,"Check-Out"
"City Hotel",0,0,"June",23,7,0,1,1,0,0,"BB","PRT",0,"Transient",144,"Check-Out"
"City Hotel",0,9,"March",12,18,0,2,2,2,0,"BB","PRT",0,"Transient",208,"Check-Out"
"Resort Hotel",0,176,"October",41,5,0,4,2,0,0,"BB","PRT",0,"Transient",71.1,"Check-Out"
"Resort Hotel",1,162,"March",10,4,6,15,2,0,0,"HB","PRT",12,"Transient",82,"Canceled"
"City Hotel",1,64,"September",37,4,1,0,2,1,0,"BB","GBR",0,"Transient",143.5,"Canceled"
"Resort Hotel",0,30,"March",11,7,1,5,2,0,0,"Undefined","ESP",0,"Transient-Party",65.4,"Check-Out"
"City Hotel",0,39,"August",33,14,0,2,2,0,0,"HB","DEU",0,"Transient-Party",109,"Check-Out"
"Resort Hotel",0,65,"March",10,9,0,2,2,0,0,"BB","PRT",0,"Transient",40,"Check-Out"
"Resort Hotel",1,44,"December",49,5,2,1,2,0,0,"BB","PRT",0,"Transient-Party",70,"Canceled"
"City Hotel",0,1,"August",33,11,0,2,2,2,0,"SC","FRA",0,"Contract",162,"Check-Out"
"Resort Hotel",1,69,"August",33,17,1,3,2,2,0,"HB","PRT",0,"Transient",378,"Canceled"
"City Hotel",0,274,"August",33,9,0,3,2,0,0,"BB","BEL",0,"Contract",107,"Check-Out"
"City Hotel",0,166,"March",10,10,2,2,2,0,0,"BB","ITA",0,"Transient",88.4,"Check-Out"
"City Hotel",1,8,"May",21,22,1,2,2,0,0,"BB","FRA",0,"Transient",163.33,"Canceled"
"City Hotel",0,188,"July",29,19,0,3,3,1,0,"BB","NOR",0,"Transient",164.75,"Check-Out"
"Resort Hotel",0,30,"August",35,28,0,1,2,0,0,"BB","ESP",0,"Transient",115,"Check-Out"
"City Hotel",1,198,"December",50,8,0,2,1,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"Resort Hotel",1,13,"February",8,25,0,1,2,0,0,"BB","PRT",0,"Transient",80,"Canceled"
"City Hotel",1,73,"May",19,7,0,1,2,0,0,"BB","CHN",0,"Transient",126.9,"Canceled"
"Resort Hotel",0,85,"January",2,6,0,4,2,0,0,"BB","BRA",0,"Transient",47.4,"Check-Out"
"City Hotel",1,0,"April",15,9,1,0,2,0,0,"BB","PRT",0,"Transient",12,"Canceled"
"City Hotel",0,140,"August",31,3,0,1,2,0,0,"HB","PRT",0,"Transient-Party",166,"Check-Out"
"City Hotel",0,10,"August",35,27,2,0,2,0,0,"SC","DEU",0,"Transient",209,"Check-Out"
"City Hotel",1,71,"June",25,14,0,3,1,0,0,"BB","PRT",0,"Transient",120,"Canceled"
"Resort Hotel",0,50,"February",7,9,1,5,2,0,0,"SC","PRT",0,"Transient-Party",0,"Check-Out"
"City Hotel",0,50,"November",46,13,1,2,2,0,0,"BB","GBR",0,"Transient",60,"Check-Out"
"Resort Hotel",0,283,"October",42,12,2,5,1,0,0,"BB","Unknown",0,"Transient-Party",41.98,"Check-Out"
"City Hotel",0,61,"October",41,4,2,0,2,0,0,"BB","FRA",0,"Transient-Party",91,"Check-Out"
"City Hotel",0,132,"March",13,21,2,5,3,0,0,"BB","DEU",0,"Transient",104.55,"Check-Out"
"City Hotel",0,72,"September",37,11,0,2,1,0,0,"HB","BEL",0,"Transient-Party",98,"Check-Out"
"Resort Hotel",0,23,"April",16,22,2,5,2,0,0,"Undefined","SWE",0,"Transient-Party",104,"Check-Out"
"City Hotel",1,61,"September",36,5,2,2,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",1,60,"May",22,27,1,2,1,0,0,"BB","DEU",0,"Transient",140.4,"Canceled"
"City Hotel",0,56,"September",39,25,2,2,2,0,0,"BB","GRC",0,"Transient-Party",62,"Check-Out"
"Resort Hotel",0,15,"May",19,7,0,1,2,0,0,"BB","PRT",0,"Transient",90,"Check-Out"
"Resort Hotel",0,6,"June",24,8,0,1,1,0,0,"BB","NULL",0,"Transient",90,"Check-Out"
"Resort Hotel",0,167,"June",26,21,1,5,2,0,0,"BB","SWE",0,"Transient",82,"Check-Out"
"City Hotel",1,69,"April",18,27,0,2,2,0,0,"BB","PRT",0,"Transient",105.3,"Canceled"
"City Hotel",1,57,"April",18,24,2,1,2,2,0,"HB","ITA",0,"Transient",228.6,"Canceled"
"City Hotel",1,46,"September",36,3,2,1,2,2,0,"BB","ESP",0,"Transient",181.8,"Canceled"
"Resort Hotel",0,28,"August",34,20,2,0,2,0,0,"BB","USA",0,"Transient",250,"Check-Out"
"City Hotel",1,328,"September",37,10,0,2,2,0,0,"BB","PRT",0,"Contract",62,"Canceled"
"City Hotel",0,110,"May",20,13,0,2,2,1,0,"BB","Unknown",0,"Transient",121.59,"Check-Out"
"City Hotel",0,4,"August",35,24,0,1,2,0,0,"SC","AUT",0,"Transient",119,"Check-Out"
"City Hotel",1,33,"August",34,15,1,2,2,1,0,"HB","PRT",0,"Transient",127.05,"Canceled"
"Resort Hotel",0,0,"July",28,11,0,1,2,0,0,"BB","FRA",0,"Transient",115,"Check-Out"
"City Hotel",0,73,"October",44,28,0,1,1,0,0,"BB","Unknown",0,"Transient-Party",62.5,"Check-Out"
"City Hotel",0,48,"July",31,25,1,3,2,0,0,"SC","GBR",0,"Transient",63.75,"Check-Out"
"City Hotel",0,111,"July",30,23,2,3,2,0,0,"HB","PRT",0,"Transient",139.5,"Check-Out"
"City Hotel",0,90,"March",12,24,2,3,2,0,0,"BB","DEU",0,"Transient",68,"Check-Out"
"Resort Hotel",0,1,"February",9,29,1,3,2,0,0,"BB","NLD",0,"Transient",66,"Check-Out"
"Resort Hotel",1,133,"July",29,17,2,5,2,1,0,"FB","PRT",0,"Transient",216.25,"Canceled"
"City Hotel",0,121,"May",21,16,1,2,2,0,0,"BB","BEL",0,"Transient-Party",123.3,"Check-Out"
"Resort Hotel",0,0,"November",48,23,1,0,1,0,0,"HB","PRT",0,"Transient-Party",42,"Check-Out"
"Resort Hotel",0,1,"January",1,3,0,3,1,0,0,"BB","RUS",0,"Transient",43,"Check-Out"
"City Hotel",0,77,"April",16,16,2,2,1,0,0,"BB","GBR",0,"Transient-Party",95.2,"Check-Out"
"City Hotel",1,444,"December",49,1,0,3,1,0,0,"BB","PRT",39,"Transient",75,"Canceled"
"Resort Hotel",0,53,"July",31,27,1,3,2,0,0,"BB","NLD",0,"Transient",145,"Check-Out"
"Resort Hotel",0,0,"August",31,1,0,1,2,0,0,"BB","NULL",0,"Transient",200,"Check-Out"
"City Hotel",0,9,"February",9,26,2,3,1,0,0,"SC","CHE",0,"Transient",53.04,"Check-Out"
"City Hotel",0,86,"December",51,17,2,1,3,0,0,"BB","FRA",0,"Transient",193.08,"Check-Out"
"City Hotel",1,91,"February",7,17,0,2,2,0,0,"BB","BEL",0,"Transient",93.6,"Canceled"
"Resort Hotel",0,94,"August",32,4,0,0,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"Resort Hotel",0,39,"September",39,18,2,1,2,0,0,"BB","GBR",0,"Transient",104.67,"Check-Out"
"City Hotel",0,33,"September",36,2,0,1,1,0,0,"BB","BRA",0,"Transient",104.4,"Check-Out"
"Resort Hotel",0,259,"June",26,29,0,3,2,0,0,"FB","PRT",0,"Transient",119.7,"Check-Out"
"City Hotel",0,394,"May",20,16,0,4,2,0,0,"BB","AUS",0,"Transient-Party",107,"Check-Out"
"City Hotel",0,122,"March",14,28,1,2,2,0,0,"BB","GBR",0,"Transient",0,"Check-Out"
"City Hotel",1,337,"September",38,19,2,2,2,0,0,"BB","Unknown",0,"Transient-Party",62,"Canceled"
"City Hotel",0,47,"September",36,2,1,2,3,0,0,"BB","ESP",0,"Transient",142.2,"Check-Out"
"City Hotel",0,119,"January",3,16,1,3,2,0,0,"BB","BRA",0,"Transient",88.4,"Check-Out"
"City Hotel",1,86,"August",33,9,0,2,2,1,0,"BB","CHN",0,"Transient",120.69,"Canceled"
"Resort Hotel",0,13,"July",31,29,0,1,2,1,0,"BB","USA",0,"Transient",168,"Check-Out"
"Resort Hotel",0,1,"November",49,29,0,1,1,0,0,"BB","PRT",0,"Transient",43,"Check-Out"
"City Hotel",1,9,"October",44,28,0,4,3,0,0,"BB","PRT",0,"Transient",166.25,"Canceled"
"City Hotel",0,6,"September",40,28,1,3,2,0,0,"BB","LUX",0,"Contract",169,"Check-Out"
"Resort Hotel",0,185,"September",39,21,1,1,2,0,0,"Unknown","FRA",0,"Transient-Party",90,"Check-Out"
"City Hotel",1,92,"September",40,30,0,1,2,0,0,"BB","PRT",12,"Transient",170,"Canceled"
"Resort Hotel",1,247,"July",29,19,1,4,2,0,0,"BB","PRT",0,"Transient",137.7,"Canceled"
"City Hotel",0,60,"October",44,25,2,4,2,0,0,"BB","NLD",0,"Transient-Party",85.43,"Check-Out"
"City Hotel",0,81,"December",50,7,0,1,2,0,0,"SC","ITA",0,"Transient",79.2,"Check-Out"
"City Hotel",0,396,"June",26,25,2,0,2,0,0,"Unknown","DEU",0,"Transient-Party",122.4,"Check-Out"
"Resort Hotel",0,80,"February",9,27,1,0,2,0,0,"BB","PRT",0,"Transient-Party",60,"Check-Out"
"City Hotel",0,68,"March",11,11,0,2,2,0,0,"SC","Unknown",0,"Transient",67.5,"Check-Out"
"Resort Hotel",0,7,"December",52,19,1,2,1,0,0,"BB","PRT",0,"Transient",34.4,"Check-Out"
"City Hotel",0,1,"August",32,5,0,2,3,0,0,"BB","DEU",0,"Transient-Party",105,"Check-Out"
"City Hotel",0,160,"August",33,7,2,0,2,0,0,"Unknown","DEU",0,"Transient-Party",72.25,"Check-Out"
"City Hotel",0,9,"April",15,6,0,3,2,0,0,"BB","TUR",0,"Transient",129.33,"Check-Out"
"City Hotel",0,78,"September",39,18,2,1,3,0,0,"BB","PRT",0,"Transient",177.3,"Check-Out"
"City Hotel",0,130,"March",12,23,0,3,2,0,0,"SC","CHE",0,"Transient",117,"Check-Out"
"City Hotel",0,0,"May",19,3,0,4,2,2,0,"BB","FRA",0,"Transient",221,"Check-Out"
"Resort Hotel",0,228,"May",18,5,2,7,2,0,0,"BB","GBR",0,"Transient",81,"Check-Out"
"Resort Hotel",0,80,"September",36,1,4,13,2,0,0,"BB","CN",0,"Transient",82.88,"Check-Out"
"City Hotel",0,396,"June",26,25,2,0,1,0,0,"HB","PRT",0,"Transient-Party",95.5,"Check-Out"
"City Hotel",0,29,"January",3,18,0,3,1,0,0,"BB","GBR",0,"Transient-Party",65,"Check-Out"
"Resort Hotel",0,77,"October",41,8,0,3,2,1,0,"BB","PRT",0,"Contract",71,"Check-Out"
"City Hotel",0,19,"December",52,20,2,1,2,0,0,"BB","PRT",0,"Transient",58,"Check-Out"
"Resort Hotel",1,17,"January",3,16,1,2,1,0,0,"Undefined","PRT",0,"Transient-Party",55,"Canceled"
"Resort Hotel",0,60,"August",35,21,2,2,2,2,0,"BB","ROU",0,"Transient",281,"Check-Out"
"Resort Hotel",0,11,"October",44,28,1,2,2,0,0,"BB","PRT",0,"Transient",101,"Check-Out"
"Resort Hotel",0,1,"July",28,13,0,3,2,0,0,"HB","BEL",0,"Transient",213.67,"Check-Out"
"City Hotel",1,180,"October",42,16,0,1,2,0,0,"BB","PRT",0,"Transient",70,"Canceled"
"City Hotel",1,57,"May",18,6,2,3,2,0,0,"BB","FRA",0,"Transient",144,"Canceled"
"City Hotel",0,106,"March",13,28,0,3,2,0,0,"BB","ITA",0,"Transient",97.2,"Check-Out"
"Resort Hotel",1,208,"April",17,19,2,5,2,0,0,"Unknown","PRT",0,"Transient",50.85,"Canceled"
"Resort Hotel",1,62,"July",27,1,0,2,2,2,0,"BB","IND",0,"Transient",220,"Canceled"
"Resort Hotel",1,72,"January",5,30,1,1,2,0,0,"BB","PRT",0,"Transient",45.36,"Canceled"
"City Hotel",1,262,"July",28,6,1,1,2,0,0,"BB","PRT",0,"Contract",62,"Canceled"
"City Hotel",1,394,"May",20,16,0,1,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,1,"January",2,11,0,4,1,0,0,"SC","FRA",0,"Transient",47.04,"Check-Out"
"City Hotel",1,77,"October",41,6,0,3,2,0,0,"BB","ITA",0,"Transient",132.3,"Canceled"
"City Hotel",1,92,"September",40,30,0,1,2,0,0,"BB","PRT",0,"Transient",170,"Canceled"
"City Hotel",0,22,"June",23,8,0,1,1,0,0,"BB","CRI",0,"Transient",30,"Check-Out"
"Resort Hotel",0,0,"March",12,20,0,0,1,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",0,207,"May",18,5,1,2,2,0,0,"SC","GBR",0,"Transient-Party",99,"Check-Out"
"Resort Hotel",0,191,"May",21,18,2,5,2,0,0,"Unknown","NLD",0,"Transient",46.98,"Check-Out"
"City Hotel",1,103,"July",29,18,2,1,2,0,0,"HB","ITA",0,"Transient-Party",94.5,"Canceled"
"City Hotel",0,26,"August",31,1,0,1,2,0,0,"SC","USA",0,"Transient",128,"Check-Out"
"City Hotel",1,198,"October",43,21,1,2,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"Resort Hotel",0,50,"July",29,19,2,5,2,0,0,"HB","ESP",0,"Transient",306,"Check-Out"
"City Hotel",0,184,"May",21,25,0,3,2,0,0,"BB","FRA",0,"Transient",138.9,"Check-Out"
"Resort Hotel",0,94,"July",28,5,4,6,3,0,0,"BB","PRT",0,"Transient",124.45,"Check-Out"
"City Hotel",1,78,"November",48,21,1,2,2,0,0,"BB","CHE",0,"Transient",93.6,"Canceled"
"City Hotel",0,0,"December",50,9,0,0,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"Resort Hotel",0,300,"June",23,4,2,5,2,0,0,"BB","IRL",0,"Transient",95.6,"Check-Out"
"City Hotel",0,13,"December",51,17,0,2,1,0,0,"BB","BRA",0,"Transient",79,"Check-Out"
"City Hotel",0,2,"November",49,27,2,2,2,0,0,"BB","Unknown",0,"Transient",89.89,"Check-Out"
"City Hotel",0,24,"March",10,3,0,3,2,0,0,"HB","FRA",0,"Transient",117,"Check-Out"
"City Hotel",1,68,"September",40,29,0,2,2,0,0,"BB","PRT",0,"Transient-Party",48,"Canceled"
"City Hotel",1,281,"April",16,14,0,1,1,0,0,"BB","PRT",0,"Transient",59,"Canceled"
"City Hotel",0,19,"July",30,25,2,2,2,0,0,"BB","Unknown",7,"Transient-Party",62,"Check-Out"
"City Hotel",1,65,"March",10,10,0,1,2,0,0,"BB","NOR",0,"Transient",97.2,"Canceled"
"City Hotel",0,1,"January",5,27,0,2,1,0,0,"BB","PRT",0,"Transient",71.7,"Check-Out"
"City Hotel",1,132,"June",27,30,0,3,2,0,0,"BB","PRT",0,"Transient",96.3,"Canceled"
"City Hotel",1,131,"August",32,2,0,4,2,0,0,"BB","DEU",0,"Transient",105.3,"Canceled"
"Resort Hotel",0,0,"December",53,28,1,1,2,0,0,"BB","SWE",0,"Transient",81,"Check-Out"
"City Hotel",1,245,"September",39,22,2,5,2,0,0,"BB","BEL",0,"Transient",107.59,"Canceled"
"Resort Hotel",0,107,"August",33,9,0,3,2,0,0,"BB","PRT",0,"Transient-Party",221,"Check-Out"
"Resort Hotel",1,111,"February",7,12,0,2,2,0,0,"FB","PRT",0,"Transient",70,"Canceled"
"City Hotel",1,1,"August",32,5,0,3,1,0,0,"BB","RUS",0,"Transient-Party",60,"Canceled"
"City Hotel",0,208,"May",21,24,0,2,2,0,0,"HB","DEU",0,"Transient-Party",114.4,"Check-Out"
"City Hotel",1,109,"January",1,3,0,2,2,0,0,"SC","CHN",0,"Transient",79.2,"Canceled"
"Resort Hotel",0,1,"December",51,16,0,2,2,0,0,"BB","PRT",0,"Transient",48,"Check-Out"
"City Hotel",0,201,"July",29,12,0,4,2,0,0,"BB","PRT",0,"Transient-Party",81.82,"Check-Out"
"Resort Hotel",0,285,"August",32,1,1,3,2,2,0,"BB","LUX",0,"Transient",153.25,"Check-Out"
"Resort Hotel",1,47,"August",32,3,1,1,2,0,0,"HB","PRT",0,"Transient",205,"Canceled"
"Resort Hotel",0,77,"October",44,28,2,3,3,0,0,"BB","Unknown",0,"Transient-Party",114.6,"Check-Out"
"City Hotel",0,352,"July",30,27,0,3,2,1,0,"BB","NLD",0,"Transient",90.05,"Check-Out"
"Resort Hotel",0,21,"July",28,7,0,3,2,1,0,"HB","PRT",0,"Transient",185.5,"Check-Out"
"City Hotel",1,95,"August",33,19,1,1,1,0,0,"BB","PRT",0,"Transient-Party",115,"No-Show"
"Resort Hotel",1,77,"July",28,12,0,4,2,0,0,"BB","Unknown",0,"Transient",110,"Canceled"
"City Hotel",1,174,"June",22,1,0,3,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"Resort Hotel",1,98,"August",35,28,1,1,2,0,0,"BB","ESP",0,"Transient",190,"Canceled"
"Resort Hotel",1,269,"August",32,12,2,5,2,1,0,"HB","PRT",0,"Transient",162,"Canceled"
"Resort Hotel",0,5,"November",47,17,0,3,2,0,0,"BB","PRT",0,"Transient",38,"Check-Out"
"Resort Hotel",1,321,"June",24,17,2,6,2,0,0,"Unknown","POL",0,"Transient",130.5,"Canceled"
"Resort Hotel",0,190,"March",11,8,0,4,2,0,0,"BB","DEU",0,"Transient",41.4,"Check-Out"
"Resort Hotel",0,1,"April",17,21,0,2,2,0,0,"BB","ESP",0,"Transient",90.5,"Check-Out"
"City Hotel",1,135,"April",16,21,1,2,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,15,"June",22,2,0,1,2,1,0,"BB","PRT",0,"Transient",0,"Check-Out"
"Resort Hotel",1,100,"May",22,27,0,2,2,0,0,"BB","PRT",0,"Transient",58,"Canceled"
"City Hotel",1,159,"December",53,30,2,2,2,2,0,"BB","SWE",0,"Transient",149.6,"Canceled"
"City Hotel",1,1,"June",23,8,0,1,1,0,0,"BB","PRT",0,"Transient",144,"Canceled"
"Resort Hotel",0,232,"June",24,13,2,5,2,0,0,"BB","GBR",0,"Transient",72.2,"Check-Out"
"Resort Hotel",1,88,"February",7,12,0,2,2,0,0,"FB","Unknown",0,"Transient-Party",68,"Canceled"
"City Hotel",1,22,"June",26,22,0,1,2,0,0,"SC","PRT",0,"Transient",129,"Canceled"
"City Hotel",0,3,"September",39,20,0,3,1,0,0,"Unknown","PRT",0,"Transient",155.68,"Check-Out"
"City Hotel",1,198,"October",44,23,2,0,2,0,0,"Unknown","PRT",0,"Transient-Party",115,"Canceled"
"City Hotel",0,199,"July",29,23,3,6,2,1,0,"BB","DEU",0,"Transient",94.51,"Check-Out"
"Resort Hotel",1,86,"March",10,9,0,3,2,0,0,"Undefined","PRT",0,"Transient",46,"Canceled"
"City Hotel",1,33,"December",50,9,0,2,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"City Hotel",1,272,"June",26,26,1,1,2,0,0,"BB","PRT",59,"Transient",115,"Canceled"
"City Hotel",1,351,"October",40,3,2,2,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"Resort Hotel",0,7,"October",41,5,0,4,1,0,0,"Unknown","GBR",0,"Transient-Party",44,"Check-Out"
"City Hotel",1,168,"May",21,26,1,2,2,0,0,"BB","PRT",0,"Transient",140,"Canceled"
"City Hotel",0,147,"February",8,15,1,4,2,0,0,"BB","FRA",0,"Transient",85,"Check-Out"
"City Hotel",1,116,"February",10,28,2,1,1,0,0,"BB","PRT",0,"Transient-Party",61,"No-Show"
"Resort Hotel",1,203,"July",30,28,0,1,2,1,0,"BB","ITA",0,"Transient",249,"Canceled"
"Resort Hotel",0,125,"April",16,21,2,2,1,0,0,"BB","PRT",0,"Transient",61.5,"Check-Out"
"City Hotel",1,277,"November",46,7,1,2,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"City Hotel",0,34,"October",44,25,0,2,1,0,0,"SC","GBR",0,"Transient",109,"Check-Out"
"City Hotel",0,9,"May",20,11,0,2,1,0,0,"BB","FRA",0,"Transient-Party",95,"Check-Out"
"City Hotel",1,198,"January",1,2,2,1,2,0,0,"Unknown","PRT",91,"Transient",101,"Canceled"
"City Hotel",0,197,"July",29,19,2,4,3,0,0,"BB","BEL",0,"Transient",158.95,"Check-Out"
"City Hotel",1,414,"December",49,5,2,1,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"Resort Hotel",1,143,"April",18,24,2,2,2,0,0,"FB","PRT",0,"Transient",84,"Canceled"
"City Hotel",0,1,"February",8,24,0,1,2,0,0,"BB","FRA",0,"Transient",98,"Check-Out"
"City Hotel",0,76,"September",38,16,0,2,2,0,0,"BB","ESP",0,"Transient-Party",62,"Check-Out"
"City Hotel",1,102,"December",53,26,1,3,2,0,0,"BB","ESP",0,"Transient-Party",110.34,"Canceled"
"City Hotel",1,161,"March",13,25,1,2,2,0,0,"HB","PRT",101,"Transient",130,"Canceled"
"City Hotel",1,11,"January",3,15,2,2,0,2,0,"BB","Unknown",0,"Transient-Party",77.25,"Canceled"
"City Hotel",1,6,"December",51,15,1,3,2,0,0,"SC","Unknown",0,"Transient",66.3,"Canceled"
"City Hotel",1,125,"August",32,10,0,3,2,0,0,"BB","PRT",0,"Transient",114.39,"Canceled"
"City Hotel",1,263,"July",29,17,1,4,2,0,0,"BB","DEU",0,"Transient",107.1,"Canceled"
"Resort Hotel",1,212,"August",34,14,4,10,1,0,0,"BB","PRT",0,"Transient",131,"Canceled"
"City Hotel",0,43,"August",35,29,0,1,2,0,0,"SC","FRA",0,"Transient",140,"Check-Out"
"City Hotel",0,10,"October",40,7,2,2,2,0,0,"SC","AGO",0,"Transient",134.5,"Check-Out"
"Resort Hotel",1,302,"May",19,9,0,4,2,0,0,"HB","PRT",0,"Transient-Party",81,"Canceled"
"Resort Hotel",0,26,"February",8,23,2,5,1,0,0,"HB","GBR",0,"Transient",42.5,"Check-Out"
"City Hotel",0,74,"April",14,4,0,5,2,0,0,"BB","FIN",7,"Transient-Party",110,"Check-Out"
"City Hotel",1,33,"April",17,27,0,2,2,0,0,"SC","CN",0,"Transient",114,"Canceled"
"City Hotel",0,83,"June",24,7,0,3,2,0,0,"HB","NLD",0,"Transient",174.6,"Check-Out"
"City Hotel",1,109,"February",8,14,2,1,3,0,0,"BB","RUS",0,"Transient",127,"No-Show"
"City Hotel",1,5,"May",19,9,0,1,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,95,"September",38,18,1,2,2,0,0,"BB","ROU",0,"Transient",89.25,"Check-Out"
"Resort Hotel",0,0,"February",9,22,1,1,2,0,0,"BB","PRT",0,"Transient",45,"Check-Out"
"Resort Hotel",0,336,"September",38,15,1,3,3,0,0,"BB","GBR",0,"Transient-Party",110.5,"Check-Out"
"Resort Hotel",1,14,"July",28,8,0,2,2,0,0,"BB","AUT",0,"Transient",181,"Canceled"
"City Hotel",0,19,"July",27,7,2,2,2,0,0,"BB","BRA",0,"Transient",160,"Check-Out"
"City Hotel",0,8,"February",9,23,0,2,1,0,0,"BB","ESP",0,"Transient",72,"Check-Out"
"Resort Hotel",0,12,"October",42,19,0,1,1,0,0,"BB","PRT",0,"Transient",54,"Check-Out"
"City Hotel",0,177,"December",53,30,2,5,3,1,0,"BB","PRT",0,"Transient",197.5,"Check-Out"
"Resort Hotel",0,26,"February",7,13,1,3,2,0,0,"BB","IRL",0,"Transient",70,"Check-Out"
"Resort Hotel",0,96,"March",10,12,4,7,2,0,0,"BB","GBR",0,"Transient-Party",52.55,"Check-Out"
"City Hotel",1,71,"June",25,14,0,3,1,0,0,"BB","PRT",0,"Transient",120,"Canceled"
"City Hotel",1,35,"September",39,25,2,3,2,0,0,"Unknown","PRT",0,"Transient",170,"Canceled"
"Resort Hotel",0,201,"August",31,5,4,7,2,0,0,"BB","IRL",0,"Transient-Party",198.2,"Check-Out"
"City Hotel",0,5,"February",6,7,0,4,1,0,0,"BB","ROU",0,"Transient",91.8,"Check-Out"
"Resort Hotel",1,175,"August",33,14,1,3,2,0,0,"BB","ITA",0,"Transient",200,"Canceled"
"City Hotel",0,83,"September",39,23,0,2,1,0,0,"BB","PRT",0,"Transient-Party",60,"Check-Out"
"City Hotel",1,22,"August",34,17,1,5,2,0,0,"BB","PRT",0,"Transient",79.2,"Canceled"
"City Hotel",0,4,"March",11,11,1,2,2,0,0,"BB","ESP",0,"Transient",109,"Check-Out"
"City Hotel",1,24,"May",20,15,1,1,2,0,0,"BB","CHN",0,"Transient",135,"Canceled"
"City Hotel",1,398,"August",33,11,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"City Hotel",0,7,"February",5,3,0,1,2,0,0,"BB","PRT",0,"Transient",98,"Check-Out"
"City Hotel",1,72,"December",53,27,2,0,2,0,0,"HB","Unknown",0,"Transient",90,"Canceled"
"City Hotel",0,13,"August",35,24,1,2,2,0,0,"BB","FRA",0,"Contract",90,"Check-Out"
"Resort Hotel",0,23,"March",11,12,0,1,1,0,0,"BB","ESP",0,"Transient",43,"Check-Out"
"City Hotel",0,27,"January",4,24,0,5,3,0,0,"BB","BRA",0,"Transient",108.38,"Check-Out"
"City Hotel",0,20,"June",24,12,1,2,3,0,0,"BB","FRA",0,"Transient",164.4,"Check-Out"
"Resort Hotel",0,277,"October",41,6,2,5,2,0,0,"HB","Unknown",0,"Transient-Party",68.74,"Check-Out"
"Resort Hotel",1,15,"November",48,27,0,2,2,0,0,"BB","PRT",0,"Transient-Party",60,"Canceled"
"City Hotel",1,40,"October",43,24,1,1,2,0,0,"BB","PRT",0,"Contract",96.3,"Canceled"
"City Hotel",1,212,"May",21,22,2,5,2,0,0,"HB","BRA",0,"Transient",114.56,"Canceled"
"City Hotel",1,156,"April",17,26,0,3,2,0,0,"Unknown","PRT",0,"Transient",100,"Canceled"
"City Hotel",0,73,"July",27,8,2,4,1,2,0,"Unknown","FRA",0,"Transient",198,"Check-Out"
"City Hotel",0,73,"May",21,17,0,3,2,0,0,"Unknown","FRA",0,"Transient-Party",94.5,"Check-Out"
"City Hotel",0,377,"October",42,14,0,2,2,0,0,"HB","DEU",0,"Transient-Party",115,"Check-Out"
"Resort Hotel",0,114,"August",32,8,2,3,2,0,0,"BB","PRT",0,"Transient",164,"Check-Out"
"Resort Hotel",0,2,"March",9,4,0,1,2,0,0,"BB","NULL",0,"Transient",68,"Check-Out"
"City Hotel",0,0,"February",8,27,0,1,1,0,0,"BB","USA",0,"Transient",89,"Check-Out"
"City Hotel",1,27,"June",24,9,0,1,2,0,0,"BB","PRT",12,"Transient-Party",120,"Canceled"
"City Hotel",0,183,"September",36,1,0,3,2,0,0,"BB","ESP",0,"Transient",85.67,"Check-Out"
"City Hotel",0,86,"April",15,6,0,3,2,0,0,"BB","NLD",0,"Transient",99.3,"Check-Out"
"City Hotel",1,89,"July",31,25,1,2,3,0,0,"BB","GBR",0,"Transient",137.7,"Canceled"
"City Hotel",0,0,"January",3,21,0,1,0,2,0,"BB","PRT",0,"Transient",6,"Check-Out"
"Resort Hotel",0,252,"September",37,11,2,5,2,0,0,"BB","IRL",0,"Contract",53.1,"Check-Out"
"City Hotel",1,109,"March",12,23,1,3,2,0,0,"BB","DEU",0,"Transient",100.3,"Canceled"
